4760,Drama
3793,Comedy
2907,Thriller
2384,Action
1712,Romance
1637,Horror
1471,Adventure
1354,Crime
1231,Family
1229,Science Fiction
916,Fantasy
810,Mystery
699,Animation
520,Documentary
408,Music
334,History
270,War
188,Foreign
167,TV Movie
165,Western
