id,original_title,director,revenue,type
32526.0,Soldier's Girl,Frank Pierson,0.0,min revenue
32528.0,Spartacus,Robert Dornhelm,0.0,min revenue
32536.0,Rejected,Don Hertzfeldt,0.0,min revenue
32569.0,X: The Man with the X-Ray Eyes,Roger Corman,0.0,min revenue
32577.0,The Parole Officer,John Duigan,0.0,min revenue
32593.0,Snow White,Caroline Thompson,0.0,min revenue
32611.0,Babes in Toyland,Jack Donohue|Austen Jewell,0.0,min revenue
32612.0,The Traveler,Michael Oblowitz,0.0,min revenue
32613.0,Horror Express,Eugenio MartÃ­n,0.0,min revenue
32615.0,The Offence,Sidney Lumet,0.0,min revenue
32634.0,Two Rode Together,John Ford,0.0,min revenue
32643.0,The Love Bug,Peyton Reed,0.0,min revenue
32646.0,Safe,Todd Haynes,0.0,min revenue
32678.0,Dead Man Running,Alex De Rakoff,0.0,min revenue
32685.0,Ernest Scared Stupid,John R. Cherry III,0.0,min revenue
32726.0,Hellfighters,Andrew V. McLaglen,0.0,min revenue
32740.0,Krrish,Rakesh Roshan,0.0,min revenue
32790.0,The Good Witch,Craig Pryce,0.0,min revenue
32836.0,Bill Burr: Why Do I Do This?,,0.0,min revenue
32868.0,The Vicious Kind,Lee Toland Krieger,0.0,min revenue
32874.0,"Sabrina, Down Under",Kenneth R. Koch,0.0,min revenue
32916.0,Scooby-Doo! Abracadabra-Doo,Spike Brandt,0.0,min revenue
32969.0,Pretty Poison,Noel Black,0.0,min revenue
32998.0,Necronomicon,Christophe Gans|Shusuke Kaneko|Brian Yuzna,0.0,min revenue
33005.0,Mimic: Sentinel,J.T. Petty,0.0,min revenue
33035.0,A Film with Me in It,Ian Fitzgibbon,0.0,min revenue
33078.0,A Zed & Two Noughts,Peter Greenaway,0.0,min revenue
33081.0,Paheli,Amol Palekar,0.0,min revenue
33107.0,And Soon the Darkness,Marcos Efron,0.0,min revenue
33138.0,The Times of Harvey Milk,Rob Epstein,0.0,min revenue
33157.0,Waterloo,Sergey Bondarchuk,0.0,min revenue
33166.0,Downhill Racer,Michael Ritchie,0.0,min revenue
33195.0,Triage,Danis TanoviÄ‡,0.0,min revenue
33214.0,Bad Timing,Nicolas Roeg,0.0,min revenue
33271.0,Sabrina Goes to Rome,Tibor TakÃ¡cs,0.0,min revenue
33380.0,Gayniggers from Outer Space,Morten Lindberg,0.0,min revenue
33409.0,The Stoning of Soraya M.,Cyrus Nowrasteh,0.0,min revenue
33468.0,The Brain That Wouldn't Die,Joseph Green,0.0,min revenue
33473.0,Stomp the Yard 2: Homecoming,Rob Hardy,0.0,min revenue
33511.0,Nowhere Boy,Sam Taylor-Johnson,0.0,min revenue
33516.0,Gothic,Ken Russell,0.0,min revenue
33518.0,Alligator,Lewis Teague,0.0,min revenue
33521.0,Dracula,John Badham,0.0,min revenue
33555.0,Sherlock Holmes,Rachel Goldenberg,0.0,min revenue
33564.0,The Swimmer,Frank Perry|Sydney Pollack,0.0,min revenue
33602.0,Temple Grandin,Mick Jackson,0.0,min revenue
33638.0,The Life and Times of Judge Roy Bean,John Huston,0.0,min revenue
33641.0,Frankenfish,Mark A.Z. DippÃ©,0.0,min revenue
33665.0,Opening Night,John Cassavetes,0.0,min revenue
33676.0,Losin' It,Curtis Hanson,0.0,min revenue
33689.0,It Takes Two,Andy Tennant,0.0,min revenue
33719.0,Rudolph the Red-Nosed Reindeer: The Movie,William R. Kowalchuk Jr.,0.0,min revenue
33753.0,Hell,Bruno Chiche,0.0,min revenue
33788.0,Possession,Joel Bergvall|Simon Sandquist,0.0,min revenue
33806.0,De helaasheid der dingen,Felix Van Groeningen,0.0,min revenue
33821.0,Pinocchio,Alberto Sironi,0.0,min revenue
33831.0,The Onion Field,Harold Becker,0.0,min revenue
33871.0,"Merry Christmas, Drake and Josh",Michael Grossman,0.0,min revenue
33914.0,Frankenweenie,Tim Burton,0.0,min revenue
33932.0,Shortcut to Happiness,Alec Baldwin,0.0,min revenue
33974.0,Mammoth,Lukas Moodysson,0.0,min revenue
34003.0,Turtles Forever,Roy Burdine|Lloyd Goldfine,0.0,min revenue
34024.0,King of the Hill,Steven Soderbergh,0.0,min revenue
34038.0,Magical Mystery Tour,,0.0,min revenue
34081.0,Ted Bundy,Matthew Bright,0.0,min revenue
34098.0,Ticks,Tony Randel,0.0,min revenue
34101.0,Hollywood Shuffle,Robert Townsend,0.0,min revenue
34130.0,Goin' South,Jack Nicholson,0.0,min revenue
34134.0,Barbie in A Mermaid Tale,,0.0,min revenue
34152.0,Crooklyn,Spike Lee,0.0,min revenue
34170.0,Larger Than Life,Howard Franklin,0.0,min revenue
34186.0,Le Couperet,Costa-Gavras,0.0,min revenue
34188.0,The Jerk Theory,Scott S. Anderson,0.0,min revenue
34193.0,Magic,Richard Attenborough,0.0,min revenue
34204.0,Return to Halloweentown,David Jackson,0.0,min revenue
34205.0,Halloweentown II: Kalabar's Revenge,Mary Lambert,0.0,min revenue
34276.0,First Men in the Moon,Nathan H. Juran,0.0,min revenue
34279.0,CinÃ©man,Yann Moix,0.0,min revenue
34308.0,Modigliani,Mick Davis,0.0,min revenue
34311.0,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,0.0,min revenue
34312.0,Sleepaway Camp III: Teenage Wasteland,Michael A. Simpson,0.0,min revenue
34335.0,Nine Dead,Chris Shadley,0.0,min revenue
34379.0,No Man's Land,Peter Werner,0.0,min revenue
34388.0,Funeral in Berlin,Guy Hamilton,0.0,min revenue
34423.0,The Slammin' Salmon,Kevin Heffernan,0.0,min revenue
34444.0,Even Cowgirls Get the Blues,Gus Van Sant,0.0,min revenue
34480.0,The Descent: Part 2,Jon Harris,0.0,min revenue
34482.0,The Clique,Michael Lembeck,0.0,min revenue
34505.0,Bill Hicks: Relentless,Chris Bould,0.0,min revenue
34513.0,George Carlin: You Are All Diseased,Rocco Urbisci,0.0,min revenue
34560.0,Halloweentown High,Mark A.Z. DippÃ©,0.0,min revenue
34573.0,Alice in Wonderland,Harry Harris,0.0,min revenue
34583.0,The Final,Joey Stewart,0.0,min revenue
34592.0,ZMD: Zombies of Mass Destruction,Kevin Hamedani,0.0,min revenue
34626.0,Merantau,Gareth Evans,0.0,min revenue
34653.0,A Single Man,Tom Ford,0.0,min revenue
34723.0,The Adventures of Huck Finn,Stephen Sommers,0.0,min revenue
34729.0,Our Lips Are Sealed,Craig Shapiro,0.0,min revenue
34746.0,Death Wish 5: The Face of Death,Allan A. Goldstein,0.0,min revenue
34751.0,Free Willy: Escape From Pirate's Cove,Will Geiger,0.0,min revenue
34765.0,Zenon: Z3,Steve Rash,0.0,min revenue
34774.0,In Search of the Castaways,Robert Stevenson,0.0,min revenue
34843.0,Hawking,Philip Martin,0.0,min revenue
34942.0,Balto III: Wings of Change,Phil Weinstein,0.0,min revenue
34996.0,The Addiction,Abel Ferrara,0.0,min revenue
35052.0,Cracks,Jordan Scott,0.0,min revenue
35114.0,Destino,Dominique Monfery,0.0,min revenue
35153.0,The Heavy,Marcus Warren,0.0,min revenue
35172.0,Le fils,Jean-Pierre Dardenne|Luc Dardenne,0.0,min revenue
35196.0,Restoration,Michael Hoffman,0.0,min revenue
35215.0,Smart House,LeVar Burton,0.0,min revenue
35217.0,Friendship!,Markus Goller,0.0,min revenue
35221.0,Father of Invention,Trent Cooper,0.0,min revenue
35233.0,The Scout,Michael Ritchie,0.0,min revenue
35280.0,The Other,Robert Mulligan,0.0,min revenue
35320.0,School Of Life,William Dear,0.0,min revenue
35436.0,Le Vilain,Albert Dupontel,0.0,min revenue
35558.0,StarStruck,Michael Grossman,0.0,min revenue
35568.0,2081,Chandler Tuttle,0.0,min revenue
35583.0,The Lost Battalion,Russell Mulcahy,0.0,min revenue
35669.0,The Satanic Rites of Dracula,Alan Gibson,0.0,min revenue
35680.0,Madeline,Daisy von Scherler Mayer,0.0,min revenue
35689.0,Don McKay,Jake Goldberger,0.0,min revenue
35690.0,The Last Song,Julie Anne Robinson,0.0,min revenue
35691.0,Letters to God,David Nixon|Patrick Doughtie,0.0,min revenue
35696.0,Juwanna Mann,Jesse Vaughan,0.0,min revenue
35703.0,Holiday in the Sun,Steve Purcell,0.0,min revenue
35796.0,Lawn Dogs,John Duigan,0.0,min revenue
35831.0,BelphÃ©gor - Le fantÃ´me du Louvre,Jean-Paul SalomÃ©,0.0,min revenue
35885.0,Amore 14,Federico Moccia,0.0,min revenue
35907.0,Kaante,Sanjay Gupta,0.0,min revenue
35939.0,Glorious 39,Stephen Poliakoff,0.0,min revenue
35977.0,Pumpkinhead II: Blood Wings,Jeff Burr,0.0,min revenue
36040.0,Walkabout,Nicolas Roeg,0.0,min revenue
36108.0,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,Theo Angelopoulos|Olivier Assayas|Bille August|Jane Campion|Youssef Chahine|Chen Kaige|Michael Cimino|Ethan Coen|Joel Coen|David Cronenberg|Jean-Pierre Dardenne|Luc Dardenne|Manoel de Oliveira|Raymond Depardon|Atom Egoyan|Amos Gitai|Alejandro GonzÃ¡lez IÃ±Ã¡rritu|Hou Hsiao-Hsien|Aki KaurismÃ¤ki|Abbas Kiarostami|Takeshi Kitano|Andrei Konchalovsky|Claude Lelouch|Ken Loach|David Lynch|Nanni Moretti|Roman Polanski|RaÃºl Ruiz|Walter Salles|Elia Suleiman|Tsai Ming-Liang|Gus Van Sant|Lars von Trier|Wim Wenders|Wong Kar-wai|Zhang Yimou,0.0,min revenue
36123.0,Under the Sea 3D,Howard Hall,0.0,min revenue
36124.0,Until the Light Takes Us,Aaron Aites,0.0,min revenue
36131.0,Tropic Thunder: Rain of Madness,,0.0,min revenue
36136.0,Another Day in Paradise,Larry Clark,0.0,min revenue
36194.0,The Go-Between,Joseph Losey,0.0,min revenue
36206.0,Ride the High Country,Sam Peckinpah,0.0,min revenue
36234.0,Timecode,Mike Figgis,0.0,min revenue
36239.0,Slaughtered Vomit Dolls,Lucifer Valentine,0.0,min revenue
36251.0,Switching Goals,David Steinberg,0.0,min revenue
36269.0,Winning London,Craig Shapiro,0.0,min revenue
36272.0,Out of Reach,Po-Chih Leong,0.0,min revenue
36344.0,Alaska,Fraser Clarke Heston,0.0,min revenue
36380.0,Chlopaki nie placza,Olaf Lubaszenko,0.0,min revenue
36432.0,Art & Copy,Doug Pray,0.0,min revenue
36443.0,The Union: The Business Behind Getting High,Brett Harvey,0.0,min revenue
36465.0,Into the Storm,Thaddeus O'Sullivan,0.0,min revenue
36515.0,The Prince & Me 4: The Elephant Adventure,Catherine Cyran,0.0,min revenue
36540.0,Winnie the Pooh and the Honey Tree,Wolfgang Reitherman,0.0,min revenue
36550.0,Jack and the Beanstalk,Gary J. Tunnicliffe,0.0,min revenue
36568.0,Paulie,John Roberts,0.0,min revenue
36583.0,Operation Crossbow,Michael Anderson,0.0,min revenue
36592.0,Suwingu gÃ¢ruzu,Shinobu Yaguchi,0.0,min revenue
36597.0,Wuthering Heights,Coky Giedroyc,0.0,min revenue
36606.0,Full Tilt Boogie,Sarah Kelly,0.0,min revenue
36614.0,The Sum of Us,Kevin Dowling|Geoff Burton,0.0,min revenue
36630.0,Zandalee,Sam Pillsbury,0.0,min revenue
36724.0,The Decline of Western Civilization Part II: The Metal Years,Penelope Spheeris,0.0,min revenue
36736.0,The Drawn Together Movie: The Movie!,Greg Franklin,0.0,min revenue
36739.0,School Daze,Spike Lee,0.0,min revenue
36763.0,Salem's Lot,Mikael Salomon,0.0,min revenue
36797.0,RocketMan,Stuart Gillard,0.0,min revenue
36800.0,Metropia,Tarik Saleh,0.0,min revenue
36801.0,Cemetery Junction,Ricky Gervais|Stephen Merchant,0.0,min revenue
36807.0,The 6th Man,Randall Miller,0.0,min revenue
36811.0,The Last Station,Michael Hoffman,0.0,min revenue
36815.0,The Agony and the Ecstasy,Carol Reed,0.0,min revenue
36843.0,Life is Sweet,Mike Leigh,0.0,min revenue
36850.0,A New Leaf,Elaine May,0.0,min revenue
36897.0,PokÃ©mon: Mewtwo Returns,Masamitsu Hidaka,0.0,min revenue
36915.0,Heaven's Prisoners,Phil Joanou,0.0,min revenue
36939.0,Boogie Woogie,Duncan Ward,0.0,min revenue
36950.0,You Don't Know Jack,Barry Levinson,0.0,min revenue
36956.0,Cosa voglio di piÃ¹,Silvio Soldini,0.0,min revenue
36968.0,Life-Size,Mark Rosman,0.0,min revenue
37032.0,Nan bei Shao Lin,Liu Chia-Liang,0.0,min revenue
37056.0,Letters to Juliet,Gary Winick,0.0,min revenue
37058.0,I'm Here,Spike Jonze,0.0,min revenue
37080.0,Mother and Child,Rodrigo GarcÃ­a,0.0,min revenue
37088.0,Aileen: Life and Death of a Serial Killer,Joan Churchill|Nick Broomfield,0.0,min revenue
37108.0,A Kid in King Arthur's Court,Michael Gottlieb,0.0,min revenue
37135.0,Tarzan,Chris Buck|Kevin Lima,0.0,min revenue
37141.0,The Babysitter,Guy Ferland,0.0,min revenue
37169.0,The Human Centipede (First Sequence),Tom Six,0.0,min revenue
37178.0,Virtuality,Peter Berg,0.0,min revenue
37209.0,The Saddest Music in the World,Guy Maddin,0.0,min revenue
37211.0,Scooby-Doo! and the Reluctant Werewolf,Ray Patterson,0.0,min revenue
37230.0,Saturday Night and Sunday Morning,Karel Reisz,0.0,min revenue
37244.0,Leave it to Beaver,Andy Cadiff,0.0,min revenue
37269.0,My Fake Fiance,Gil Junger,0.0,min revenue
37270.0,The Third Wheel,Jordan Brady,0.0,min revenue
37301.0,A Big Hand for the Little Lady,Fielder Cook,0.0,min revenue
37302.0,Left Behind,Vic Sarin,0.0,min revenue
37404.0,Hercules and the Amazon Women,Bill L. Norton,0.0,min revenue
37414.0,The Killer Inside Me,Michael Winterbottom,0.0,min revenue
37432.0,Fab Five: The Texas Cheerleader Scandal,Tom McLoughlin,0.0,min revenue
37498.0,Knock Off,Tsui Hark,0.0,min revenue
37534.0,The New Daughter,Luis Berdejo,0.0,min revenue
37565.0,St Trinian's 2: The Legend of Fritton's Gold,Oliver Parker|Barnaby Thompson,0.0,min revenue
37609.0,The Cheetah Girls 2,Kenny Ortega,0.0,min revenue
37632.0,The Order,Sheldon Lettich,0.0,min revenue
37652.0,Didier,Alain Chabat,0.0,min revenue
37653.0,Les Trois FrÃ¨res,Bernard Campan|Didier Bourdon,0.0,min revenue
37659.0,When You're Strange,Tom DiCillo,0.0,min revenue
37696.0,Fear X,Nicolas Winding Refn,0.0,min revenue
37702.0,Daai laap mat taam 008,Stephen Chow|Vincent Kok,0.0,min revenue
37707.0,Splice,Vincenzo Natali,0.0,min revenue
37721.0,Accidents Happen,Andrew Lancaster,0.0,min revenue
37737.0,Kites,Anurag Basu,0.0,min revenue
37757.0,Never Sleep Again: The Elm Street Legacy,Daniel Farrands|Andrew Kasch,0.0,min revenue
37775.0,"Bianco, rosso e Verdone",Carlo Verdone,0.0,min revenue
37777.0,Acqua e sapone,Carlo Verdone,0.0,min revenue
37835.0,The Exterminator,James Glickenhaus,0.0,min revenue
37865.0,Buried Alive,Frank Darabont,0.0,min revenue
37917.0,Honkytonk Man,Clint Eastwood,0.0,min revenue
37921.0,In Harm's Way,Otto Preminger,0.0,min revenue
37924.0,Sweeney Todd,David Moore,0.0,min revenue
37928.0,Cencoroll,Atsuya Uki,0.0,min revenue
37932.0,Flicka 2,Michael Damian,0.0,min revenue
37936.0,Happy Birthday to Me,J. Lee Thompson,0.0,min revenue
37997.0,Permanent Vacation,Jim Jarmusch,0.0,min revenue
38017.0,Letters From a Killer,David Carson,0.0,min revenue
38031.0,You Will Meet a Tall Dark Stranger,Woody Allen,0.0,min revenue
38033.0,Chain Letter,Deon Taylor,0.0,min revenue
38087.0,Mystery Team,Dan Eckman,0.0,min revenue
38150.0,Heartless,Philip Ridley,0.0,min revenue
38157.0,Wishmaster 4: The Prophecy Fulfilled,Chris Angel,0.0,min revenue
38163.0,Bernard and Doris,Bob Balaban,0.0,min revenue
38199.0,Unthinkable,Gregor Jordan,0.0,min revenue
38223.0,Harriet the Spy,Bronwen Hughes,0.0,min revenue
38225.0,Wild America,William Dear,0.0,min revenue
38234.0,Undisputed III: Redemption,Isaac Florentine,0.0,min revenue
38291.0,Educating Rita,Lewis Gilbert,0.0,min revenue
38295.0,She's So Lovely,Nick Cassavetes,0.0,min revenue
38343.0,Yuppies 2,Enrico Oldoini,0.0,min revenue
38366.0,Il ciclone,Leonardo Pieraccioni,0.0,min revenue
38407.0,Shanghai,Mikael HÃ¥fstrÃ¶m,0.0,min revenue
38410.0,The Poughkeepsie Tapes,John Erick Dowdle,0.0,min revenue
38540.0,Age of Heroes,Adrian Vitoria,0.0,min revenue
38543.0,Ironclad,Jonathan English,0.0,min revenue
38559.0,Elvis,James Steven Sadwith,0.0,min revenue
38570.0,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Craig Moss,0.0,min revenue
38580.0,The Little Matchgirl,Roger Allers,0.0,min revenue
38602.0,Little Lord Fauntleroy,Jack Gold,0.0,min revenue
38626.0,Going Postal,Jon Jones,0.0,min revenue
38646.0,Nicholas and Alexandra,Franklin J. Schaffner,0.0,min revenue
38695.0,Monsieur Hire,Patrice Leconte,0.0,min revenue
38720.0,Walk Don't Run,Charles Walters,0.0,min revenue
38753.0,Passion Play,Mitch Glazer,0.0,min revenue
38761.0,Night of the Lepus,William F. Claxton,0.0,min revenue
38765.0,Chisum,Andrew V. McLaglen,0.0,min revenue
38780.0,Rampage,Uwe Boll,0.0,min revenue
38783.0,Trilogy of Terror,Dan Curtis,0.0,min revenue
38805.0,Lilies of the Field,Ralph Nelson,0.0,min revenue
38828.0,Left Behind III: World at War,Craig R. Baxley,0.0,min revenue
38842.0,Middle Men,George Gallo,0.0,min revenue
38843.0,Ramona and Beezus,Elizabeth Allen Rosenbaum,0.0,min revenue
38883.0,ProtÃ©ger et servir,Eric Lavaine,0.0,min revenue
38884.0,Land and Freedom,Ken Loach,0.0,min revenue
38939.0,Tales from the Crypt,Freddie Francis,0.0,min revenue
38940.0,Men of War,Perry Lang,0.0,min revenue
38953.0,Ryan's Daughter,David Lean,0.0,min revenue
38965.0,18 Again!,Paul Flaherty,0.0,min revenue
38975.0,Jack and the Beanstalk: The Real Story,Brian Henson,0.0,min revenue
39037.0,The Good Guy,Julio DePietro,0.0,min revenue
39043.0,Countess Dracula,Peter Sasdy,0.0,min revenue
39053.0,Cyrus,Jay Duplass|Mark Duplass,0.0,min revenue
39176.0,The Awakening,Mike Newell,0.0,min revenue
39180.0,See Spot Run,John Whitesell,0.0,min revenue
39210.0,Somewhere,Sofia Coppola,0.0,min revenue
39222.0,The Kiss of the Vampire,Don Sharp,0.0,min revenue
39227.0,When in Rome,Steve Purcell,0.0,min revenue
39231.0,Man's Favorite Sport?,Howard Hawks,0.0,min revenue
39246.0,Talhotblond,Barbara Schroeder,0.0,min revenue
39261.0,The House That Dripped Blood,Peter Duffell,0.0,min revenue
39285.0,Beauty & the Briefcase,Gil Junger,0.0,min revenue
39333.0,180Â° South,Chris Malloy,0.0,min revenue
39345.0,Casper Meets Wendy,Sean McNamara,0.0,min revenue
39346.0,Casper: A Spirited Beginning,Sean McNamara,0.0,min revenue
39386.0,L'enquÃªte corse,Alain BerbÃ©rian,0.0,min revenue
39393.0,Era Uma Vez...,Breno Silveira,0.0,min revenue
39414.0,Paper Man,Kieran Mulroney|Michele Mulroney,0.0,min revenue
39440.0,Waiting for 'Superman',Davis Guggenheim,0.0,min revenue
39466.0,ã‚´ã‚¸ãƒ©vsã‚¹ãƒšãƒ¼ã‚¹ã‚´ã‚¸ãƒ©,Kensho Yamashita,0.0,min revenue
39507.0,The Dead,John Huston,0.0,min revenue
39522.0,Mega Piranha,Eric Forsberg,0.0,min revenue
39545.0,TiMER,Jac Schaeffer,0.0,min revenue
39561.0,Testosteron,Tomasz Konecki|Andrzej Saramonowicz,0.0,min revenue
39681.0,Les 7 jours du talion,Daniel Grou,0.0,min revenue
39704.0,KISS Meets the Phantom of the Park,Gordon Hessler,0.0,min revenue
39768.0,Beregis Avtomobilya,Eldar Ryazanov,0.0,min revenue
39787.0,Jacknife,David Hugh Jones,0.0,min revenue
39788.0,Vinci,Juliusz Machulski,0.0,min revenue
39844.0,Deranged,Jeff Gillen|Alan Ormsby,0.0,min revenue
39850.0,Eros,Michelangelo Antonioni|Steven Soderbergh|Wong Kar-wai,0.0,min revenue
39874.0,My Bloody Valentine,George Mihalka,0.0,min revenue
39890.0,The City of the Dead,John Llewellyn Moxey,0.0,min revenue
39891.0,The Devil Rides Out,Terence Fisher,0.0,min revenue
39899.0,Turkey Shoot,Brian Trenchard-Smith,0.0,min revenue
39957.0,Burning Bright,Carlos Brooks,0.0,min revenue
39958.0,The War Boys,Ron Daniels,0.0,min revenue
39961.0,The Land Before Time XIII: The Wisdom of Friends,Jamie Mitchell,0.0,min revenue
39995.0,Long Weekend,Colin Eggleston,0.0,min revenue
40016.0,Birdemic: Shock and Terror,James Nguyen,0.0,min revenue
40022.0,Milano Calibro 9,Fernando Di Leo,0.0,min revenue
40025.0,æ’•ç¥¨é¢¨é›²,Venus Keung Kwok-Man|Wong Jing,0.0,min revenue
40043.0,Î¤Î± Ï€Î±Î¹Î´Î¹Î¬ Ï„Î¿Ï… Î´Î¹Î±Î²ÏŒÎ»Î¿Ï…,Nico Mastorakis,0.0,min revenue
40060.0,The Manitou,William Girdler,0.0,min revenue
40080.0,The Cutting Edge: Fire & Ice,Stephen Herek,0.0,min revenue
40081.0,Can que,Chang Cheh,0.0,min revenue
40095.0,Dead Heat,Mark Goldblatt,0.0,min revenue
40160.0,Meteor,Ronald Neame,0.0,min revenue
40161.0,The Decoy Bride,Sheree Folkson,0.0,min revenue
40168.0,Scarecrows,William Wesley,0.0,min revenue
40170.0,Mortal Kombat: Rebirth,Kevin Tancharoen,0.0,min revenue
40188.0,Une Petite zone de turbulences,Alfred Lot,0.0,min revenue
40205.0,16 Wishes,Peter DeLuise,0.0,min revenue
40247.0,Please Give,Nicole Holofcener,0.0,min revenue
40342.0,DÃ¨moni 2,Lamberto Bava,0.0,min revenue
40346.0,All for the Winner,Jeff Lau|Corey Yuen Kwai,0.0,min revenue
40374.0,Breezy,Clint Eastwood,0.0,min revenue
40377.0,Psycho IV: The Beginning,Mick Garris,0.0,min revenue
40413.0,Les Randonneurs,Philippe Harel,0.0,min revenue
40415.0,Le vÃ©lo de Ghislain Lambert,Philippe Harel,0.0,min revenue
40430.0,DoppelgÃ¤nger,Robert Parrish,0.0,min revenue
40440.0,The Song Remains the Same,Peter Clifton|Joe Massot,0.0,min revenue
40466.0,Crocodile,Tobe Hooper,0.0,min revenue
40490.0,Man of the House,James Orr,0.0,min revenue
40508.0,3 Ninjas Knuckle Up,Shin Sang-ok,0.0,min revenue
40534.0,Jonas Brothers: The Concert Experience,Bruce Hendricks,0.0,min revenue
40619.0,Day & Night,Teddy Newton,0.0,min revenue
40630.0,Cheyenne Autumn,John Ford,0.0,min revenue
40663.0,Gasland,Josh Fox,0.0,min revenue
40682.0,The Train Robbers,Burt Kennedy,0.0,min revenue
40720.0,Twelve,Joel Schumacher,0.0,min revenue
40724.0,Anne of Avonlea,Kevin Sullivan,0.0,min revenue
40777.0,I Hate Luv Storys,Punit Malhotra,0.0,min revenue
40814.0,Crimes of Passion,Ken Russell,0.0,min revenue
40819.0,Best Worst Movie,Michael Stephenson,0.0,min revenue
40850.0,Cherrybomb,Lisa Barros D'Sa|Glenn Leyburn,0.0,min revenue
40863.0,æˆé¾çš„ç‰¹æŠ€,Jackie Chan,0.0,min revenue
40911.0,è‰‹èˆº,Doze Niu Cheng-Tse,0.0,min revenue
40925.0,Dream Boy,James Bolton,0.0,min revenue
40962.0,Ironweed,Hector Babenco,0.0,min revenue
40969.0,Terror Train,Roger Spottiswoode,0.0,min revenue
41009.0,Perrierâ€™s Bounty,Ian Fitzgibbon,0.0,min revenue
41044.0,I'm Reed Fish,Zackary Adler,0.0,min revenue
41089.0,Under the Volcano,John Huston,0.0,min revenue
41120.0,Rush: Beyond the Lighted Stage,Sam Dunn|Scot McFadyen,0.0,min revenue
41135.0,Operation: Endgame,Fouad Mikati,0.0,min revenue
41144.0,To Save A Life,Brian Baugh,0.0,min revenue
41171.0,Noel,Chazz Palminteri,0.0,min revenue
41179.0,PiÃ¨ce MontÃ©e,Denys Granier-Deferre,0.0,min revenue
41180.0,The Client List,Eric Laneuville,0.0,min revenue
41275.0,Python,Richard Clabaugh,0.0,min revenue
41282.0,Skipped Parts,Tamra Davis,0.0,min revenue
41345.0,Shank,Mo Ali,0.0,min revenue
41357.0,Summer of '42,Robert Mulligan,0.0,min revenue
41360.0,Hunter Prey,Sandy Collora,0.0,min revenue
41362.0,Princess,Mark Rosman,0.0,min revenue
41371.0,Cheerleader Camp,Mark Quod,0.0,min revenue
41378.0,Ren zhe wu di,Chang Cheh,0.0,min revenue
41382.0,Lottery Ticket,Erik White,0.0,min revenue
41387.0,From Beijing with Love,Stephen Chow|Lee Lik-Chi,0.0,min revenue
41397.0,Joan Rivers: A Piece of Work,Ricki Stern|Anne Sundberg,0.0,min revenue
41411.0,La Rafle,Roselyne Bosch,0.0,min revenue
41488.0,The Statement,Norman Jewison,0.0,min revenue
41508.0,SorstalansÃ¡g,Lajos Koltai,0.0,min revenue
41522.0,The Phantom,Paolo Barzman,0.0,min revenue
41579.0,Getting Even with Dad,Howard Deutch,0.0,min revenue
41584.0,Wonders of the Solar System,Michael Lachmann|Paul Olding,0.0,min revenue
41586.0,K-911,Charles T. Kanganis,0.0,min revenue
41662.0,3 Women,Robert Altman,0.0,min revenue
41670.0,A Stranger Among Us,Sidney Lumet,0.0,min revenue
41791.0,Mississippi Masala,Mira Nair,0.0,min revenue
41799.0,"Distant Voices, Still Lives",Terence Davies,0.0,min revenue
41805.0,V.I. Warshawski,Jeff Kanew,0.0,min revenue
41827.0,Red White & Blue,Simon Rumley,0.0,min revenue
41988.0,DC Showcase: Jonah Hex,Joaquim Dos Santos,0.0,min revenue
42017.0,Absolute Beginners,Julien Temple,0.0,min revenue
42044.0,Shoah,Claude Lanzmann,0.0,min revenue
42160.0,The Stunt Man,Richard Rush,0.0,min revenue
42171.0,The Infidel,Josh Appignanesi,0.0,min revenue
42172.0,Hardcore,Paul Schrader,0.0,min revenue
42189.0,Kevin Hart: Seriously Funny,Shannon Hartman,0.0,min revenue
42218.0,Empire of the Ants,Bert I. Gordon,0.0,min revenue
42222.0,Julia,Fred Zinnemann,0.0,min revenue
42245.0,The Food of the Gods,Bert I. Gordon,0.0,min revenue
42246.0,Tom and Jerry: The Fast and the Furry,Bill Kopp,0.0,min revenue
42251.0,Forbidden World,Allan Holzman,0.0,min revenue
42252.0,The Missouri Breaks,Arthur Penn,0.0,min revenue
42307.0,Road Train,Dean Francis,0.0,min revenue
42309.0,Fear Island,Michael Storey,0.0,min revenue
42314.0,Looking For Richard,Al Pacino,0.0,min revenue
42329.0,The Valley of Gwangi,Jim O'Connolly,0.0,min revenue
42411.0,La ragazza del lago,Andrea Molaioli,0.0,min revenue
42418.0,The Young Black Stallion,Simon Wincer,0.0,min revenue
42556.0,12 Men of Christmas,Arlene Sanford,0.0,min revenue
42594.0,Scream and Scream Again,Gordon Hessler,0.0,min revenue
42694.0,Who's That Knocking at My Door,Martin Scorsese,0.0,min revenue
42700.0,The Night of the Generals,Anatole Litvak,0.0,min revenue
42701.0,The Shooting,Monte Hellman,0.0,min revenue
42739.0,The War Zone,Tim Roth,0.0,min revenue
42745.0,The Skull,Freddie Francis,0.0,min revenue
42791.0,The Americanization of Emily,Arthur Hiller,0.0,min revenue
42833.0,Zwart Water,Elbert van Strien,0.0,min revenue
42884.0,Cinderella,Robert Iscove,0.0,min revenue
