id,original_title,director,revenue,type
15418.0,First Born,Isaac Webb,0.0,min revenue
15421.0,Becket,Peter Glenville,0.0,min revenue
15422.0,Dark Ride,Craig Singer,0.0,min revenue
15433.0,The BFG,Brian Cosgrove,0.0,min revenue
15434.0,Seed,Uwe Boll,0.0,min revenue
15435.0,Comme les autres,Vincent Garenq,0.0,min revenue
15450.0,The Family That Preys,Tyler Perry,0.0,min revenue
15462.0,Car Wash,Michael Schultz,0.0,min revenue
15465.0,Bouquet final,Michel Delgado,0.0,min revenue
15482.0,Return of the Killer Tomatoes!,John De Bello,0.0,min revenue
15489.0,Snow Day,Chris Koch,0.0,min revenue
15493.0,Star Wreck: In the Pirkinning,Timo Vuorensola,0.0,min revenue
15495.0,The Hamiltons,Mitchell Altieri|Phil Flores,0.0,min revenue
15501.0,Dane Cook: Vicious Circle,Marty Callner|Dane Cook,0.0,min revenue
15511.0,VeggieTales: The Pirates Who Don't Do Anything,Mike Nawrocki,0.0,min revenue
15516.0,The Last House on the Left,Wes Craven,0.0,min revenue
15531.0,Get Smart's Bruce and Lloyd Out of Control,Gil Junger,0.0,min revenue
15534.0,Griffin & Phoenix,Ed Stone,0.0,min revenue
15543.0,Penny Dreadful,Richard Brandes,0.0,min revenue
15544.0,Extreme Movie,Adam Jay Epstein|Andrew Jacobson,0.0,min revenue
15556.0,At First Sight,Irwin Winkler,0.0,min revenue
15567.0,Stitch! The Movie,Tony Craig|Roberts Gannaway,0.0,min revenue
15582.0,Teen Wolf Too,Christopher Leitch,0.0,min revenue
15584.0,Dear Zachary: A Letter to a Son About His Father,Kurt Kuenne,0.0,min revenue
15590.0,The Prince & Me 2: The Royal Wedding,Catherine Cyran,0.0,min revenue
15598.0,Alfie,Lewis Gilbert,0.0,min revenue
15601.0,Scooby-Doo and the Cyber Chase,Jim Stenstrum,0.0,min revenue
15602.0,Grumpier Old Men,Howard Deutch,0.0,min revenue
15616.0,Major Movie Star,Steve Miner,0.0,min revenue
15618.0,Robot Jox,Stuart Gordon,0.0,min revenue
15641.0,Vacancy 2: The First Cut,Eric Bross,0.0,min revenue
15648.0,The Perfect Man,Mark Rosman,0.0,min revenue
15653.0,An Extremely Goofy Movie,Douglas McCarthy,0.0,min revenue
15657.0,Tarzan II,Brian Smith,0.0,min revenue
15658.0,Flowers in the Attic,Jeffrey Bloom,0.0,min revenue
15659.0,Foul Play,Colin Higgins,0.0,min revenue
15660.0,Mommie Dearest,Frank Perry,0.0,min revenue
15667.0,The Last Winter,Larry Fessenden,0.0,min revenue
15671.0,Picture This,Stephen Herek,0.0,min revenue
15674.0,Sabrina the Teenage Witch,Tibor TakÃ¡cs,0.0,min revenue
15677.0,84 Charing Cross Road,David Hugh Jones,0.0,min revenue
15698.0,Running Scared,Peter Hyams,0.0,min revenue
15705.0,Incendiary,Sharon Maguire,0.0,min revenue
15706.0,Another Gay Sequel: Gays Gone Wild!,Todd Stephens,0.0,min revenue
15714.0,Like Minds,Gregory J. Read,0.0,min revenue
15741.0,Dorothy Mills,AgnÃ¨s Merlet,0.0,min revenue
15762.0,Night of the Creeps,Fred Dekker,0.0,min revenue
15765.0,What's Love Got to Do with It,Brian Gibson,0.0,min revenue
15771.0,Class Action,Michael Apted,0.0,min revenue
15775.0,If Only,Gil Junger,0.0,min revenue
15800.0,Trekkies,Roger Nygard,0.0,min revenue
15805.0,Batman & Mr. Freeze: SubZero,Boyd Kirkland,0.0,min revenue
15809.0,Green Street Hooligans 2,Jesse V. Johnson,0.0,min revenue
15846.0,The Burrowers,J.T. Petty,0.0,min revenue
15854.0,Kung Fu Panda: Secrets of the Furious Five,Raman Hui,0.0,min revenue
15860.0,Lung fu moon,Wilson Yip,0.0,min revenue
15867.0,Interiors,Woody Allen,0.0,min revenue
15873.0,The Bridge at Remagen,John Guillermin,0.0,min revenue
15875.0,Donovan's Reef,John Ford,0.0,min revenue
15906.0,Barbie and the Magic of Pegasus 3-D,Greg Richardson,0.0,min revenue
15907.0,Duma,Carroll Ballard,0.0,min revenue
15942.0,Go Fast,Olivier Van Hoofstadt,0.0,min revenue
15953.0,Fuera de carta,Nacho G. Velilla,0.0,min revenue
15969.0,The Return of Jafar,Toby Shelton|Alan Zaslove|Tad Stones,0.0,min revenue
15982.0,The Legend of Billie Jean,Matthew Robbins,0.0,min revenue
15983.0,Invasion U.S.A.,Joseph Zito,0.0,min revenue
15991.0,Bad Biology,Frank Henenlotter,0.0,min revenue
15997.0,The Land Before Time II: The Great Valley Adventure,Roy Allen Smith,0.0,min revenue
16000.0,Ben 10: Race Against Time,Alex Winter,0.0,min revenue
16003.0,JÃ¤garna,Kjell Sundvall,0.0,min revenue
16005.0,The Lucky Ones,Neil Burger,0.0,min revenue
16028.0,They,Robert Harmon,0.0,min revenue
16048.0,All About Anna,Jessica Nilsson,0.0,min revenue
16056.0,Winged Creatures,Rowan Woods,0.0,min revenue
16061.0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Yoshihiro Nishimura,0.0,min revenue
16068.0,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,Michael Vejar,0.0,min revenue
16071.0,The Cake Eaters,Mary Stuart Masterson,0.0,min revenue
16077.0,My Little Eye,Marc Evans,0.0,min revenue
16084.0,Freaky Friday,Gary Nelson,0.0,min revenue
16085.0,Funny Girl,William Wyler,0.0,min revenue
16093.0,Carnival of Souls,Herk Harvey,0.0,min revenue
16103.0,The Loneliness of the Long Distance Runner,Tony Richardson,0.0,min revenue
16119.0,Cinderella III: A Twist in Time,Frank Nissen,0.0,min revenue
16126.0,Flight of the Living Dead: Outbreak on a Plane,Scott Thomas,0.0,min revenue
16127.0,Forbidden Zone,Richard Elfman,0.0,min revenue
16129.0,Last Night,Don McKellar,0.0,min revenue
16139.0,Phantasm III: Lord of the Dead,Don Coscarelli,0.0,min revenue
16146.0,Phantasm IV: Oblivion,Don Coscarelli,0.0,min revenue
16153.0,Alice Doesn't Live Here Anymore,Martin Scorsese,0.0,min revenue
16174.0,Snow Queen,David Wu,0.0,min revenue
16175.0,The Diary of Ellen Rimbauer,Craig R. Baxley,0.0,min revenue
16179.0,Breathing Room,John Suits|Gabriel Cowan,0.0,min revenue
16180.0,The Legend of Hell House,John Hough,0.0,min revenue
16182.0,The Woman in Black,Herbert Wise,0.0,min revenue
16186.0,Diary of a Mad Black Woman,Darren Grant,0.0,min revenue
16187.0,Buzz Lightyear of Star Command: The Adventure Begins,Tad Stones,0.0,min revenue
16194.0,Not Quite Hollywood,Mark Hartley,0.0,min revenue
16204.0,The Girl in the Park,David Auburn,0.0,min revenue
16205.0,Jack Brooks: Monster Slayer,Jon Knautz,0.0,min revenue
16211.0,The Sons of Katie Elder,Henry Hathaway,0.0,min revenue
16225.0,Heavy Metal 2000,Michael Coldewey|Michel Lemire,0.0,min revenue
16229.0,Prozac Nation,Erik SkjoldbjÃ¦rg,0.0,min revenue
16233.0,Tromeo & Juliet,Lloyd Kaufman,0.0,min revenue
16234.0,Batman Beyond: Return of the Joker,Curt Geda,0.0,min revenue
16236.0,Mansfield Park,Iain B. MacDonald,0.0,min revenue
16237.0,Teen Titans: Trouble in Tokyo,Michael Chang|Ben Jones|Matt Youngberg,0.0,min revenue
16241.0,The Boys from Brazil,Franklin J. Schaffner,0.0,min revenue
16246.0,Gone in 60 Seconds,H.B. Halicki|Steve Peterson,0.0,min revenue
16249.0,Blackbeard's Ghost,Robert Stevenson,0.0,min revenue
16250.0,Love Comes Softly,"Michael Landon, Jr.",0.0,min revenue
16258.0,The Butterfly Effect 3: Revelations,Seth Grossman,0.0,min revenue
16261.0,Repli-Kate,Frank Longo,0.0,min revenue
16263.0,Girls Just Want to Have Fun,Alan Metter,0.0,min revenue
16266.0,2012 Doomsday,Nick Everhart,0.0,min revenue
16270.0,Career Opportunities,Bryan Gordon,0.0,min revenue
16275.0,Dave Chappelle: Killin' Them Softly,Stan Lathan,0.0,min revenue
16276.0,Les Brigades du Tigre,JÃ©rÃ´me Cornuau,0.0,min revenue
16277.0,La JournÃ©e de la jupe,Jean-Paul Lilienfeld,0.0,min revenue
16290.0,Jackass 3D,Jeff Tremaine,0.0,min revenue
16296.0,Killer Klowns from Outer Space,Stephen Chiodo,0.0,min revenue
16297.0,With Honors,Alek Keshishian,0.0,min revenue
16299.0,The Stupids,John Landis,0.0,min revenue
16300.0,Down to Earth,Chris Weitz|Paul Weitz,0.0,min revenue
16304.0,Creepshow 3,Ana Clavell|James Glenn Dudelson,0.0,min revenue
16307.0,The Wicker Man,Robin Hardy,0.0,min revenue
16314.0,3 Ninjas,Jon Turteltaub,0.0,min revenue
16328.0,Johnny Got His Gun,Dalton Trumbo,0.0,min revenue
16331.0,The Jack Bull,John Badham,0.0,min revenue
16335.0,Walled In,Gilles Paquet-Brenner,0.0,min revenue
16340.0,Rugrats In Paris,Stig Bergqvist,0.0,min revenue
16342.0,The Children,Tom Shankland,0.0,min revenue
16346.0,Center Stage : Turn It Up,Steven Jacobson,0.0,min revenue
16350.0,Vinyan,Fabrice Du Welz,0.0,min revenue
16358.0,Eulogy,Michael Clancy,0.0,min revenue
16363.0,The Best Little Whorehouse in Texas,Colin Higgins,0.0,min revenue
16365.0,Futuresport,Ernest R. Dickerson,0.0,min revenue
16366.0,Joseph: King of Dreams,Rob LaDuca|Robert C. Ramirez,0.0,min revenue
16367.0,Kinky Boots,Julian Jarrold,0.0,min revenue
16372.0,The Innocents,Jack Clayton,0.0,min revenue
16378.0,The Rutles: All You Need Is Cash,Eric Idle|Gary Weis,0.0,min revenue
16384.0,My Blue Heaven,Herbert Ross,0.0,min revenue
16392.0,Redline,Andy Cheng,0.0,min revenue
16394.0,Winnie the Pooh: Springtime with Roo,Saul Blinkoff|Elliot M. Bour,0.0,min revenue
16395.0,Inferno,Dario Argento,0.0,min revenue
16418.0,Barbie Presents: Thumbelina,Conrad Helten,0.0,min revenue
16420.0,Othello,Oliver Parker,0.0,min revenue
16428.0,Breakin' All the Rules,Daniel Taplitz,0.0,min revenue
16437.0,Cyborg 2,Michael Schroeder,0.0,min revenue
16440.0,Tales of the Black Freighter,Mike Smith|Daniel DelPurgatorio,0.0,min revenue
16448.0,Waiting for Guffman,Christopher Guest,0.0,min revenue
16450.0,Hero Wanted,Brian Smrz,0.0,min revenue
16452.0,The Comedians of Comedy,Michael Blieden,0.0,min revenue
16453.0,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,0.0,min revenue
16455.0,The Magic Roundabout,Dave Borthwick|Jean Duval|Frank Passingham,0.0,min revenue
16456.0,The Crow IV: Wicked Prayer,Lance Mungia,0.0,min revenue
16460.0,Garfield Gets Real,Mark A.Z. DippÃ©|Kyung Ho Lee,0.0,min revenue
16508.0,Doug's 1st Movie,Maurice Joyce,0.0,min revenue
16516.0,Gekijouban Clannad,Osamu Dezaki,0.0,min revenue
16548.0,Ellie Parker,Scott Coffey,0.0,min revenue
16550.0,Storytelling,Todd Solondz,0.0,min revenue
16551.0,Rhinestone,Bob Clark,0.0,min revenue
16561.0,The Sunshine Boys,Herbert Ross,0.0,min revenue
16604.0,Super Rhino,Nathan Greno,0.0,min revenue
16611.0,Blackout,Rigoberto CastaÃ±eda,0.0,min revenue
16619.0,Ordinary People,Robert Redford,0.0,min revenue
16633.0,Somewhere in Time,Jeannot Szwarc,0.0,min revenue
16634.0,Alien Trespass,R. W. Goodwin,0.0,min revenue
16636.0,Spellbound,Jeffrey Blitz,0.0,min revenue
16638.0,El Cid,Anthony Mann,0.0,min revenue
16642.0,Days of Heaven,Terrence Malick,0.0,min revenue
16652.0,Happily N'Ever After 2,Steven E. Gordon|Boyd Kirkland,0.0,min revenue
16716.0,A Christmas Carol,David Hugh Jones,0.0,min revenue
16759.0,Five Minutes of Heaven,Oliver Hirschbiegel,0.0,min revenue
16763.0,Joy Ride 2: Dead Ahead,Louis Morneau,0.0,min revenue
16764.0,The Toolbox Murders,Tobe Hooper,0.0,min revenue
16769.0,Coal Miner's Daughter,Michael Apted,0.0,min revenue
16774.0,Hellboy Animated: Sword of Storms,Phil Weinstein|Tad Stones,0.0,min revenue
16791.0,Five Children and It,John Stephenson,0.0,min revenue
16806.0,Johnny Dangerously,Amy Heckerling,0.0,min revenue
16808.0,PokÃ©mon Ranger and the Temple of the Sea,Kunihiko Yuyama,0.0,min revenue
16820.0,F/X2,Richard Franklin,0.0,min revenue
16850.0,The Heroes of Telemark,Anthony Mann,0.0,min revenue
16857.0,The Dangerous Lives of Altar Boys,Peter Care,0.0,min revenue
16867.0,Gardens of the Night,Damian Harris,0.0,min revenue
16876.0,Bang Bang You're Dead,Guy Ferland,0.0,min revenue
16899.0,Easy Virtue,Stephan Elliott,0.0,min revenue
16919.0,Global Metal,Sam Dunn,0.0,min revenue
16921.0,Autopsy,Adam Gierasch,0.0,min revenue
16931.0,Into the Blue 2: The Reef,Stephen Herek,0.0,min revenue
16938.0,Black Christmas,Bob Clark,0.0,min revenue
16962.0,Barbie Fairytopia: Magic of the Rainbow,William Lau,0.0,min revenue
16971.0,The Meerkats,James Honeyborne,0.0,min revenue
16972.0,The Frisco Kid,Robert Aldrich,0.0,min revenue
16973.0,Love Object,Robert Parigi,0.0,min revenue
16980.0,The Last Days of Disco,Whit Stillman,0.0,min revenue
16985.0,Legally Blondes,Savage Steve Holland,0.0,min revenue
16992.0,The Boxer,Jim Sheridan,0.0,min revenue
16993.0,Fat City,John Huston,0.0,min revenue
16998.0,La Moustache,Emmanuel CarrÃ¨re,0.0,min revenue
16999.0,Fire and Ice: The Dragon Chronicles,Pitof,0.0,min revenue
17006.0,I'm Gonna Git You Sucka,Keenen Ivory Wayans,0.0,min revenue
17015.0,Persuasion,Roger Michell,0.0,min revenue
17028.0,Eating Out 2: Sloppy Seconds,Phillip J. Bartell,0.0,min revenue
17035.0,The Moguls,Michael Traeger,0.0,min revenue
17037.0,I'll Be Home for Christmas,Arlene Sanford,0.0,min revenue
17038.0,Lake Placid 2,David Flores,0.0,min revenue
17074.0,The Batman Superman Movie: World's Finest,Toshihiko Masuda,0.0,min revenue
17078.0,Rang-e khoda,Majid Majidi,0.0,min revenue
17097.0,After Sex,Eric Amadio,0.0,min revenue
17100.0,Trucks,Chris Thomson,0.0,min revenue
17102.0,Dracula: Prince of Darkness,Terence Fisher,0.0,min revenue
17124.0,Wild Things: Diamonds in the Rough,Jay Lowi,0.0,min revenue
17153.0,Botched,Kit Ryan,0.0,min revenue
17158.0,They Wait,Ernie Barbarash,0.0,min revenue
17166.0,Insanitarium,Jeff Buhler,0.0,min revenue
17170.0,"Bright Lights, Big City",James Bridges,0.0,min revenue
17171.0,The Assassination of Jesse James: Death Of An Outlaw,,0.0,min revenue
17182.0,Eye for an Eye,John Schlesinger,0.0,min revenue
17185.0,Advise & Consent,Otto Preminger,0.0,min revenue
17187.0,The Emperor's Club,Michael Hoffman,0.0,min revenue
17190.0,Gross Anatomy,Thom Eberhardt,0.0,min revenue
17198.0,The Mating Habits of the Earthbound Human,Jeff Abugov,0.0,min revenue
17204.0,Paradise Lost: The Child Murders at Robin Hood Hills,Joe Berlinger|Bruce Sinofsky,0.0,min revenue
17205.0,Enter the Ninja,Menahem Golan,0.0,min revenue
17208.0,Paradise Lost 2: Revelations,Joe Berlinger|Bruce Sinofsky,0.0,min revenue
17209.0,Madhouse,William Butler,0.0,min revenue
17210.0,Journey to the Edge of the Universe,Yavar Abbas,0.0,min revenue
17212.0,Patrick,Richard Franklin,0.0,min revenue
17227.0,Jacquou Le Croquant,Laurent Boutonnat,0.0,min revenue
17238.0,The Belly of an Architect,Peter Greenaway,0.0,min revenue
17245.0,Mulberry Street,Jim Mickle,0.0,min revenue
17263.0,A Murder of Crows,Rowdy Herrington,0.0,min revenue
17266.0,The Odyssey,Andrei Konchalovsky,0.0,min revenue
17276.0,Carry On Up the Jungle,Gerald Thomas,0.0,min revenue
17287.0,Poultrygeist: Night of the Chicken Dead,Lloyd Kaufman,0.0,min revenue
17314.0,Pistol Whipped,Roel ReinÃ©,0.0,min revenue
17317.0,Urban Justice,Don E. FauntLeRoy,0.0,min revenue
17334.0,The Other End of the Line,James Dodson,0.0,min revenue
17337.0,The Land Before Time VI: The Secret of Saurus Rock,Charles Grosvenor,0.0,min revenue
17345.0,Flywheel,Alex Kendrick,0.0,min revenue
17346.0,Grey Gardens,Ellen Hovde|Muffie Meyer|Albert Maysles|David Maysles,0.0,min revenue
17350.0,Brice de Nice,James Huth,0.0,min revenue
17358.0,Meu Nome NÃ£o Ã‰ Johnny,Mauro Lima,0.0,min revenue
17360.0,Victory,John Huston,0.0,min revenue
17365.0,The Parallax View,Alan J. Pakula,0.0,min revenue
17381.0,BMX Bandits,Brian Trenchard-Smith,0.0,min revenue
17403.0,How to Deal,Clare Kilner,0.0,min revenue
17414.0,Dunston Checks In,Ken Kwapis,0.0,min revenue
17445.0,Green Lantern: First Flight,Lauren Montgomery,0.0,min revenue
17452.0,Pride,John Downer,0.0,min revenue
17455.0,Hellraiser: Deader,Rick Bota,0.0,min revenue
17456.0,BloodRayne II: Deliverance,Uwe Boll,0.0,min revenue
17464.0,Breakin' 2: Electric Boogaloo,Sam Firstenberg,0.0,min revenue
17465.0,Youngblood,Peter Markle,0.0,min revenue
17473.0,The Room,Tommy Wiseau,0.0,min revenue
17483.0,Shelter,Jonah Markowitz,0.0,min revenue
17496.0,Urban Cowboy,James Bridges,0.0,min revenue
17577.0,The Devil's Tomb,Jason Connery,0.0,min revenue
17589.0,Mrs Brown,John Madden,0.0,min revenue
17590.0,Deathtrap,Sidney Lumet,0.0,min revenue
17599.0,The Hindenburg,Robert Wise,0.0,min revenue
17600.0,Spanking the Monkey,David O. Russell,0.0,min revenue
17612.0,Lost and Delirious,LÃ©a Pool,0.0,min revenue
17618.0,Laid to Rest,Robert Hall,0.0,min revenue
17622.0,Fifty Dead Men Walking,Kari Skogland,0.0,min revenue
17630.0,Vilaine,Allan Mauduit,0.0,min revenue
17631.0,Pranzo di ferragosto,Gianni Di Gregorio,0.0,min revenue
17632.0,The Hunt for Gollum,Chris Bouchard,0.0,min revenue
17657.0,Ice Station Zebra,John Sturges,0.0,min revenue
17663.0,Anne of Green Gables,Kevin Sullivan,0.0,min revenue
17667.0,Beat Street,Stan Lathan,0.0,min revenue
17669.0,The Last Templar,Paolo Barzman,0.0,min revenue
17681.0,Scooby-Doo! and the Witch's Ghost,Jim Stenstrum,0.0,min revenue
17684.0,Chouchou,Merzak Allouache,0.0,min revenue
17696.0,Robin and the 7 Hoods,Gordon Douglas,0.0,min revenue
17700.0,Deep Sea 3D,Howard Hall,0.0,min revenue
17709.0,Dudley Do-Right,Hugh Wilson,0.0,min revenue
17710.0,Hey Arnold! The Movie,Tuck Tucker,0.0,min revenue
17740.0,Powder Blue,Timothy Linh Bui,0.0,min revenue
17745.0,Camp Nowhere,Jonathan Prince,0.0,min revenue
17771.0,Sunshine,IstvÃ¡n SzabÃ³,0.0,min revenue
17774.0,Derailed,Bob Misiorowski,0.0,min revenue
17792.0,Omen IV: The Awakening,Jorge Montesi|Dominique Othenin-Girard,0.0,min revenue
17795.0,My Fellow Americans,Peter Segal,0.0,min revenue
17796.0,Freaked,Alex Winter|Tom Stern,0.0,min revenue
17803.0,12:01,Jack Sholder,0.0,min revenue
17814.0,Assault on Precinct 13,John Carpenter,0.0,min revenue
17819.0,Her Alibi,Bruce Beresford,0.0,min revenue
17821.0,Crossworlds,Krishna Rao,0.0,min revenue
17832.0,Kull the Conqueror,John Nicolella,0.0,min revenue
17834.0,A Simple Wish,Michael Ritchie,0.0,min revenue
17835.0,Threads,Mick Jackson,0.0,min revenue
17856.0,"Ali G, Aiii",James Bobin|Steve Smith,0.0,min revenue
17868.0,U2: Vertigo 2005 - Live from Chicago,Hamish Hamilton|Erica Forstadt,0.0,min revenue
17870.0,Chris Rock: Bigger & Blacker,Keith Truesdell,0.0,min revenue
17871.0,Chris Rock: Never Scared,Joel Gallen,0.0,min revenue
17887.0,Barefoot in the Park,Gene Saks,0.0,min revenue
17894.0,The Beautician and the Beast,Ken Kwapis,0.0,min revenue
17898.0,Silver Bullet,Daniel Attias,0.0,min revenue
17908.0,My Dog Skip,Jay Russell,0.0,min revenue
17911.0,Mega Shark vs Giant Octopus,Jack Perez,0.0,min revenue
17918.0,Swamp Thing,Wes Craven,0.0,min revenue
17919.0,Human Trafficking,Christian Duguay,0.0,min revenue
17920.0,I Capture the Castle,Tim Fywell,0.0,min revenue
17941.0,Hush,Johathan Darby,0.0,min revenue
17949.0,The Pest,R. Paul Miller,0.0,min revenue
17956.0,"He Said, She Said",Ken Kwapis|Marisa Silver,0.0,min revenue
17963.0,Gone Nutty,Carlos Saldanha,0.0,min revenue
17965.0,The Abominable Dr. Phibes,Robert Fuest,0.0,min revenue
17984.0,The Absent-Minded Professor,Robert Stevenson,0.0,min revenue
17990.0,Impromptu,James Lapine,0.0,min revenue
17994.0,Witchboard,Kevin Tenney,0.0,min revenue
18002.0,"Love, Honour and Obey",Dominic Anciano|Ray Burdis,0.0,min revenue
18011.0,Leprechaun in the Hood,Rob Spera,0.0,min revenue
18047.0,Brian's Song,Buzz Kulik,0.0,min revenue
18065.0,Next Day Air,Benny Boom,0.0,min revenue
18069.0,8 Seconds,John G. Avildsen,0.0,min revenue
18070.0,Black Dawn,Alexander Gruszynski,0.0,min revenue
18074.0,Duets,Bruce Paltrow,0.0,min revenue
18080.0,Out to Sea,Martha Coolidge,0.0,min revenue
18089.0,Miss Austen Regrets,Jeremy Lovering,0.0,min revenue
18093.0,Northanger Abbey,Jon Jones,0.0,min revenue
18094.0,Anvil! The Story of Anvil,Sacha Gervasi,0.0,min revenue
18111.0,Bride of Re-Animator,Brian Yuzna,0.0,min revenue
18113.0,National Lampoon Presents Dorm Daze,David Hillenbrand|Scott Hillenbrand,0.0,min revenue
18118.0,Mackenna's Gold,J. Lee Thompson,0.0,min revenue
18131.0,Baby on Board,Brian Herzlinger,0.0,min revenue
18147.0,Unaccompanied Minors,Paul Feig,0.0,min revenue
18161.0,U2: Rattle and Hum,Phil Joanou,0.0,min revenue
18165.0,The 24th Day,Tony Piccirillo,0.0,min revenue
18189.0,Dirty Love,John Asher,0.0,min revenue
18191.0,Edmond,Stuart Gordon,0.0,min revenue
18193.0,Head,Bob Rafelson,0.0,min revenue
18198.0,Barbie Mariposa and Her Butterfly Fairy Friends,Conrad Helten,0.0,min revenue
18203.0,Big Night,Stanley Tucci|Campbell Scott,0.0,min revenue
18209.0,Bedazzled,Stanley Donen,0.0,min revenue
18212.0,Better Than Chocolate,Anne Wheeler,0.0,min revenue
18214.0,Black Eagle,Eric Karson,0.0,min revenue
18217.0,Buried Alive,Robert Kurtzman,0.0,min revenue
18220.0,Poison Ivy II: Lily,Anne Goursaud,0.0,min revenue
18221.0,Space Station 3D,Toni Myers,0.0,min revenue
18222.0,Poison Ivy: The New Seduction,Kurt Voss,0.0,min revenue
18228.0,Blue Hawaii,Norman Taurog,0.0,min revenue
18238.0,Lesbian Vampire Killers,Phil Claydon,0.0,min revenue
18247.0,Spectacular!,Robert Iscove,0.0,min revenue
18248.0,The Foreigner,Michael Oblowitz,0.0,min revenue
18250.0,Dr. Phibes Rises Again,Robert Fuest,0.0,min revenue
18256.0,Castle Freak,Stuart Gordon,0.0,min revenue
18269.0,Lady and the Tramp II: Scamp's Adventure,Darrell Rooney|Jeannine Roussel,0.0,min revenue
18276.0,Hoot,Wil Shriner,0.0,min revenue
18282.0,One Crazy Summer,Savage Steve Holland,0.0,min revenue
18292.0,George Washington,David Gordon Green,0.0,min revenue
18316.0,Black Dog,Kevin Hooks,0.0,min revenue
18331.0,The Nutty Professor,Jerry Lewis,0.0,min revenue
18355.0,The Assignment,Christian Duguay,0.0,min revenue
18387.0,Big Wednesday,John Milius,0.0,min revenue
18392.0,Embrace of the Vampire,Anne Goursaud,0.0,min revenue
18394.0,Essex Boys,Terry Winsor,0.0,min revenue
18405.0,The Last House on the Left,Dennis Iliadis,0.0,min revenue
18414.0,Kids in the Hall: Brain Candy,Kelly Makin,0.0,min revenue
18415.0,Gummo,Harmony Korine,0.0,min revenue
18417.0,The Other Sister,Garry Marshall,0.0,min revenue
18419.0,3 zÃ©ros,Fabien Onteniente,0.0,min revenue
18437.0,The Darwin Awards,Finn Taylor,0.0,min revenue
18442.0,Decoys,Matthew Hastings,0.0,min revenue
18444.0,Swiss Family Robinson,Ken Annakin,0.0,min revenue
18472.0,Driven To Kill,Jeff King,0.0,min revenue
18477.0,The Hills Have Eyes Part II,Wes Craven,0.0,min revenue
18480.0,BrÃ¼no,Larry Charles,0.0,min revenue
18489.0,The Yes Men Fix the World,Andy Bichlbaum|Mike Bonanno|Kurt Engfehr,0.0,min revenue
18500.0,The Sandlot 2,David M. Evans,0.0,min revenue
18502.0,The Stuff,Larry Cohen,0.0,min revenue
18509.0,Caddyshack II,Allan Arkush,0.0,min revenue
18519.0,Free Willy 3: The Rescue,Sam Pillsbury,0.0,min revenue
18533.0,Bronson,Nicolas Winding Refn,0.0,min revenue
18538.0,Dot the I,Matthew Parkhill,0.0,min revenue
18556.0,Steel Trap,Luis CÃ¡mara,0.0,min revenue
18570.0,"Food, Inc.",Robert Kenner,0.0,min revenue
18585.0,The Ramen Girl,Robert Allan Ackerman,0.0,min revenue
18602.0,Morvern Callar,Lynne Ramsay,0.0,min revenue
18607.0,Comme t'y es belle,Lisa Azuelos,0.0,min revenue
18616.0,No Man's Land: The Rise of Reeker,Dave Payne,0.0,min revenue
18621.0,Best Laid Plans,Mike Barker,0.0,min revenue
18627.0,KaijÅ«tÅ no Kessen: Gojira no Musuko,Jun Fukuda,0.0,min revenue
18631.0,Beyond The Law,Larry Ferguson,0.0,min revenue
18632.0,A Dog's Breakfast,David Hewlett,0.0,min revenue
18635.0,One Week,Michael McGowan,0.0,min revenue
18639.0,Flaming Star,Don Siegel,0.0,min revenue
18660.0,The Apple Dumpling Gang,Norman Tokar,0.0,min revenue
18672.0,Xiao ao jiang hu zhi: Dong Fang Bu Bai,Ching Siu-Tung,0.0,min revenue
18674.0,Zhong Nan Hai bao biao,Corey Yuen Kwai,0.0,min revenue
18681.0,Eye of the Beholder,Stephan Elliott,0.0,min revenue
18725.0,ç»™çˆ¸çˆ¸çš„ä¿¡,Corey Yuen Kwai,0.0,min revenue
18726.0,Perfect Creature,Glenn Standring,0.0,min revenue
18729.0,"North and South, Book I",,0.0,min revenue
18731.0,Wong Fei Hung V: Tit gai dau ng gung,Wong Jing,0.0,min revenue
18755.0,Pigs,Karl DiPelino,0.0,min revenue
18759.0,The Cell 2,Tim Iacofano,0.0,min revenue
18773.0,Doppelganger,Avi Nesher,0.0,min revenue
18774.0,This Sporting Life,Lindsay Anderson,0.0,min revenue
18775.0,Demon Seed,Donald Cammell,0.0,min revenue
18780.0,Sink the Bismarck!,Lewis Gilbert,0.0,min revenue
18801.0,Haunted,Lewis Gilbert,0.0,min revenue
18804.0,Head in the Clouds,John Duigan,0.0,min revenue
18808.0,Highway,James Cox,0.0,min revenue
18825.0,Espace dÃ©tente,Bruno Solo|Yvan Le Bolloc'h,0.0,min revenue
18828.0,Double Take,George Gallo,0.0,min revenue
18835.0,Private School,Noel Black,0.0,min revenue
18837.0,Macross Plus,Shoji Kawamori|Shinichiro Watanabe,0.0,min revenue
18843.0,Dr. Dolittle 3,Rich Thorne,0.0,min revenue
18846.0,The Little Drummer Boy,"Arthur Rankin, Jr.|Jules Bass",0.0,min revenue
18858.0,Irresistible,Ann Turner,0.0,min revenue
18860.0,Xiaoao jiang hu,King Hu|Tsui Hark|Ann Hui|Ching Siu-Tung|Raymond Lee Wai-Man,0.0,min revenue
18862.0,House Arrest,Harry Winer,0.0,min revenue
